sales_sk,used_in_training
340047,False
340048,False
340049,False
34005,False
340050,False
340051,False
340052,False
340053,False
340054,False
340055,False
340056,False
340057,False
340058,False
340059,False
34006,False
340060,False
340061,False
340062,False
340063,False
340064,False
340065,False
340066,False
340067,False
340068,False
340069,False
34007,False
340070,False
340071,False
340072,False
340073,False
340074,False
340075,False
340076,False
340077,False
340078,False
340079,False
34008,False
340080,False
340081,False
340082,False
340083,False
340084,False
340085,False
340086,False
340087,False
340088,False
340089,False
34009,False
340090,False
340091,False
340092,False
340093,False
340094,False
340095,False
340096,False
340097,False
340098,False
340099,False
3401,False
34010,False
340100,False
340101,False
340102,False
340103,False
340104,False
340105,False
340106,False
340107,False
340108,False
340109,False
34011,False
340110,False
340111,False
340112,False
340113,False
340114,False
340115,False
340116,False
340117,False
340118,False
340119,False
34012,False
340120,False
340121,False
340122,False
340123,False
340124,False
340125,False
340126,False
340127,False
340128,False
340129,False
34013,False
340130,False
340131,False
340132,False
340133,False
340134,False
340135,False
340136,False
340137,False
340138,False
340139,False
34014,False
340140,False
340141,False
340142,False
340143,False
340144,False
340145,False
340146,False
340147,False
340148,False
340149,False
34015,False
340150,False
340151,False
340153,False
340154,False
340155,False
340156,False
340157,False
340158,False
340159,False
34016,False
340160,False
340161,False
340162,False
340163,False
340164,False
340165,False
340166,False
340167,False
340168,False
340169,False
34017,False
340170,False
340171,False
340172,False
340173,False
340174,False
340175,False
340176,False
340177,False
340178,False
340179,False
34018,False
340180,False
340181,False
340182,False
340183,False
340184,False
340185,False
340186,False
340187,False
340188,False
340189,False
34019,False
340190,False
340191,False
340192,False
340193,False
340194,False
340195,False
340196,False
340197,False
340198,False
340199,False
3402,False
34020,False
340200,False
340201,False
340202,False
340203,False
340204,False
340205,False
340206,False
340207,False
340208,False
340209,False
34021,False
340210,False
340212,False
340213,False
340214,False
340215,False
340216,False
340217,False
340218,False
340219,False
34022,False
340220,False
340221,False
340222,False
340223,False
340224,False
340225,False
340226,False
340227,False
340228,False
340229,False
34023,False
340230,False
340231,False
340232,False
340233,False
340234,False
340235,False
340236,False
340237,False
340238,False
340239,False
34024,False
340240,False
340241,False
340242,False
340243,False
340244,False
340245,False
340246,False
340247,False
340248,False
340249,False
34025,False
340250,False
340251,False
340252,False
340253,False
340254,False
340255,False
340256,False
340257,False
340258,False
340259,False
34026,False
340260,False
340261,False
340262,False
340263,False
340264,False
340265,False
340266,False
340267,False
340268,False
340269,False
34027,False
340270,False
340271,False
340272,False
340273,False
340274,False
340275,False
340276,False
340277,False
340278,False
340279,False
34028,False
340280,False
340281,False
340282,False
340283,False
340284,False
340285,False
340286,False
340287,False
340288,False
340289,False
34029,False
340290,False
340291,False
340292,False
340293,False
340294,False
340295,False
340296,False
340297,False
340298,False
340299,False
3403,False
34030,False
340300,False
340301,False
340302,False
340303,False
340305,False
340306,False
340307,False
340308,False
340309,False
34031,False
340310,False
340311,False
340312,False
340313,False
340314,False
340315,False
340316,False
340317,False
340318,False
340319,False
34032,False
340320,False
340321,False
340322,False
340323,False
340324,False
340325,False
340326,False
340327,False
340328,False
340329,False
34033,False
340330,False
340331,False
340332,False
340333,False
340334,False
340335,False
340336,False
340337,False
340338,False
340339,False
34034,False
340340,False
340341,False
340342,False
340343,False
340344,False
340345,False
340346,False
340347,False
340348,False
340349,False
34035,False
340350,False
340351,False
340352,False
340353,False
340354,False
340355,False
340356,False
340357,False
340358,False
340359,False
34036,False
340360,False
340361,False
340362,False
340363,False
340364,False
340365,False
340366,False
340367,False
340368,False
340369,False
34037,False
340370,False
340371,False
340372,False
340373,False
340374,False
340375,False
340376,False
340377,False
340378,False
340379,False
34038,False
340380,False
340381,False
340382,False
340383,False
340384,False
340385,False
340386,False
340387,False
340388,False
340389,False
34039,False
340390,False
340391,False
340392,False
340393,False
340394,False
340395,False
340396,False
340397,False
340398,False
340399,False
3404,False
34040,False
340400,False
340401,False
340402,False
340403,False
340404,False
340405,False
340406,False
340407,False
340408,False
340409,False
34041,False
340410,False
340411,False
340412,False
340413,False
340414,False
340415,False
340416,False
340417,False
340418,False
340419,False
34042,False
340420,False
340421,False
340422,False
340423,False
340424,False
340425,False
340426,False
340427,False
340428,False
340429,False
34043,False
340430,False
340431,False
340432,False
340433,False
340434,False
340435,False
340436,False
340437,False
340438,False
340439,False
34044,False
340440,False
340441,False
340442,False
340443,False
340444,False
340445,False
340446,False
340447,False
340448,False
340449,False
34045,False
340450,False
340451,False
340452,False
340453,False
340454,False
340455,False
340456,False
340457,False
340458,False
340459,False
34046,False
340460,False
340461,False
340462,False
340463,False
340464,False
340465,False
340466,False
340467,False
340468,False
340469,False
34047,False
340470,False
340471,False
340472,False
340473,False
340474,False
340475,False
340476,False
340477,False
340478,False
340479,False
34048,False
340480,False
340481,False
340482,False
340483,False
340484,False
340485,False
340486,False
340487,False
340488,False
340489,False
34049,False
340490,False
340491,False
340492,False
340493,False
340494,False
340495,False
340496,False
340497,False
340498,False
340499,False
3405,False
34050,False
340500,False
340501,False
340502,False
340503,False
340504,False
340505,False
340506,False
340507,False
340508,False
340509,False
34051,False
340510,False
340511,False
340512,False
340513,False
340514,False
340515,False
340516,False
340517,False
340518,False
340519,False
34052,False
340520,False
340521,False
340522,False
340523,False
340524,False
340525,False
340526,False
340527,False
340528,False
340529,False
34053,False
340530,False
340531,False
340532,False
340533,False
340534,False
340535,False
340536,False
340537,False
340538,False
340539,False
34054,False
340540,False
340541,False
340542,False
340543,False
340544,False
340545,False
340546,False
340547,False
340548,False
340549,False
34055,False
340550,False
340551,False
340552,False
340553,False
340554,False
340555,False
340556,False
340557,False
340558,False
340559,False
34056,False
340560,False
340561,False
340562,False
340563,False
340564,False
340565,False
340566,False
340567,False
340568,False
340569,False
34057,False
340570,False
340571,False
340572,False
340573,False
340574,False
340575,False
340576,False
340577,False
340578,False
340579,False
34058,False
340580,False
340581,False
340582,False
340583,False
340584,False
340585,False
340586,False
340587,False
340588,False
340589,False
34059,False
340590,False
340591,False
340592,False
340593,False
340594,False
340595,False
340596,False
340597,False
340598,False
340599,False
3406,False
34060,False
340600,False
340601,False
340602,False
340603,False
340604,False
340605,False
340606,False
340607,False
340608,False
340609,False
34061,False
340610,False
340611,False
340612,False
340613,False
340614,False
340615,False
340616,False
340617,False
340618,False
340619,False
34062,False
340620,False
340621,False
340622,False
340623,False
340624,False
340625,False
340626,False
340627,False
340628,False
340629,False
34063,False
340630,False
340631,False
340632,False
340633,False
340634,False
340635,False
340636,False
340637,False
340638,False
340639,False
34064,False
340640,False
340641,False
340642,False
340643,False
340644,False
340645,False
340646,False
340647,False
340648,False
340649,False
34065,False
340650,False
340651,False
340652,False
340653,False
340654,False
340655,False
340656,False
340657,False
340658,False
340659,False
34066,False
340660,False
340661,False
340662,False
340663,False
340664,False
340665,False
340666,False
340667,False
340668,False
340669,False
34067,False
340670,False
340671,False
340672,False
340673,False
340674,False
340675,False
340676,False
340677,False
340678,False
340679,False
34068,False
340680,False
340681,False
340682,False
340683,False
340684,False
340685,False
340686,False
340687,False
340688,False
340689,False
34069,False
340690,False
340691,False
340692,False
340693,False
340694,False
340695,False
340696,False
340697,False
340698,False
340699,False
3407,False
34070,False
340700,False
340701,False
340702,False
340703,False
340704,False
340705,False
340706,False
340707,False
340708,False
340709,False
34071,False
340710,False
340711,False
340712,False
340713,False
340714,False
340715,False
340716,False
340717,False
340718,False
340719,False
34072,False
340720,False
340721,False
340722,False
340723,False
340724,False
340725,False
340726,False
340727,False
340728,False
340729,False
34073,False
340730,False
340731,False
340732,False
340733,False
340734,False
340735,False
340736,False
340737,False
340738,False
340739,False
34074,False
340740,False
340741,False
340742,False
340743,False
340744,False
340745,False
340746,False
340747,False
340748,False
340749,False
34075,False
340750,False
340751,False
340752,False
340753,False
340754,False
340755,False
340756,False
340757,False
340758,False
340759,False
34076,False
340760,False
340761,False
340762,False
340763,False
340764,False
340765,False
340766,False
340767,False
340768,False
340769,False
34077,False
340770,False
340771,False
340772,False
340773,False
340774,False
340775,False
340776,False
340777,False
340778,False
340779,False
34078,False
340780,False
340781,False
340782,False
340783,False
340784,False
340785,False
340786,False
340787,False
340788,False
340789,False
34079,False
340790,False
340791,False
340792,False
340793,False
340794,False
340795,False
340796,False
340797,False
340798,False
340799,False
3408,False
34080,False
340800,False
340801,False
340802,False
340803,False
340804,False
340805,False
340806,False
340807,False
340809,False
34081,False
340810,False
340811,False
340812,False
340813,False
340814,False
340815,False
340816,False
340817,False
340818,False
340819,False
34082,False
340820,False
340821,False
340822,False
340823,False
340824,False
340825,False
340826,False
340827,False
340828,False
340829,False
34083,False
340830,False
340831,False
340832,False
340833,False
340834,False
340835,False
340836,False
340837,False
340838,False
340839,False
34084,False
340840,False
340841,False
340842,False
340843,False
340844,False
340845,False
340846,False
340847,False
340848,False
340849,False
34085,False
340850,False
340851,False
340852,False
340853,False
340854,False
340855,False
340856,False
340857,False
340858,False
340859,False
34086,False
340860,False
340861,False
340862,False
340863,False
340864,False
340865,False
340866,False
340867,False
340868,False
340869,False
34087,False
340870,False
340871,False
340872,False
340873,False
340874,False
340875,False
340876,False
340877,False
340878,False
340879,False
34088,False
340880,False
340881,False
340882,False
340883,False
340884,False
340885,False
340886,False
340887,False
340888,False
340889,False
34089,False
340890,False
340891,False
340892,False
340893,False
340894,False
340895,False
340896,False
340897,False
340898,False
340899,False
3409,False
34090,False
340900,False
340901,False
340902,False
340903,False
340904,False
340905,False
340906,False
340907,False
340908,False
340909,False
34091,False
340910,False
340911,False
340912,False
340913,False
340914,False
340915,False
340916,False
340917,False
340918,False
340919,False
34092,False
340920,False
340921,False
340922,False
340923,False
340924,False
340925,False
340926,False
340927,False
340928,False
340929,False
34093,False
340930,False
340931,False
340932,False
340933,False
340934,False
340935,False
340936,False
340937,False
340938,False
340939,False
34094,False
340940,False
340941,False
340942,False
340943,False
340944,False
340945,False
340946,False
340947,False
340948,False
340949,False
34095,False
340950,False
340951,False
340952,False
340953,False
340954,False
340955,False
340956,False
340957,False
340958,False
340959,False
34096,False
340960,False
340961,False
340962,False
340963,False
340964,False
340965,False
340966,False
340967,False
340968,False
340969,False
34097,False
340970,False
340971,False
340972,False
340973,False
340974,False
340975,False
340976,False
340977,False
340978,False
340979,False
34098,False
340980,False
340981,False
340982,False
340983,False
340984,False
340985,False
340986,False
340987,False
340988,False
340989,False
34099,False
340990,False
340991,False
340992,False
340993,False
340994,False
340995,False
340996,False
340997,False
340998,False
340999,False
341,False
3410,False
34100,False
341000,False
341001,False
341002,False
341003,False
341004,False
341005,False
341006,False
341007,False
341008,False
341009,False
34101,False
341010,False
341011,False
341012,False
341013,False
341014,False
341015,False
341016,False
341017,False
341018,False
341019,False
34102,False
341020,False
341021,False
341022,False
341023,False
341024,False
341025,False
341026,False
341027,False
341028,False
341029,False
34103,False
341030,False
341031,False
341032,False
341033,False
341034,False
341035,False
341036,False
341037,False
341038,False
341039,False
34104,False
341040,False
341041,False
341042,False
341043,False
341044,False
341045,False
341046,False
341047,False
341048,False
341049,False
34105,False
341050,False
341051,False
341052,False
341053,False
341054,False
341055,False
341056,False
341057,False
341058,False
341059,False
34106,False
341060,False
341061,False
341062,False
341063,False
341064,False
341065,False
341066,False
341067,False
341068,False
341069,False
34107,False
341070,False
341071,False
341072,False
341073,False
341074,False
341075,False
341076,False
341077,False
341078,False
341079,False
34108,False
341080,False
341081,False
341082,False
341083,False
341084,False
341085,False
341086,False
341087,False
341088,False
341089,False
34109,False
341090,False
341091,False
341092,False
341093,False
341094,False
341095,False
341096,False
341097,False
341098,False
341099,False
3411,False
34110,False
341100,False
341101,False
341102,False
341103,False
341104,False
341105,False
341106,False
341107,False
341108,False
341109,False
34111,False
341110,False
341111,False
341112,False
341113,False
341114,False
341115,False
341116,False
341117,False
341118,False
341119,False
34112,False
341120,False
341121,False
341122,False
341123,False
341124,False
341125,False
341126,False
341127,False
341128,False
341129,False
34113,False
341130,False
341131,False
341132,False
341133,False
341134,False
341135,False
341136,False
341137,False
341138,False
341139,False
34114,False
341140,False
341141,False
341142,False
341143,False
341144,False
341145,False
341146,False
341147,False
341148,False
341149,False
34115,False
341150,False
341151,False
341152,False
341153,False
341154,False
341155,False
341156,False
341157,False
341158,False
341159,False
34116,False
341160,False
341161,False
341162,False
341163,False
341164,False
341165,False
341166,False
341167,False
341168,False
341169,False
34117,False
341170,False
341171,False
341172,False
341173,False
341174,False
341175,False
341176,False
341177,False
341178,False
341179,False
34118,False
341180,False
341181,False
341182,False
341183,False
341184,False
341185,False
341186,False
341187,False
341188,False
341189,False
34119,False
341190,False
341191,False
341192,False
341193,False
341194,False
341195,False
341196,False
341197,False
341198,False
341199,False
3412,False
34120,False
341200,False
341201,False
341202,False
341203,False
341204,False
341205,False
341206,False
341207,False
341208,False
341209,False
34121,False
341210,False
341211,False
341212,False
341213,False
341214,False
341215,False
341216,False
341217,False
341218,False
341219,False
34122,False
341220,False
341221,False
341222,False
341223,False
341224,False
341225,False
341226,False
341227,False
341228,False
341229,False
34123,False
341230,False
341231,False
341232,False
341233,False
341235,False
341236,False
341237,False
341238,False
341239,False
34124,False
341240,False
341241,False
341242,False
341243,False
341244,False
341245,False
341246,False
341247,False
341248,False
341249,False
34125,False
341250,False
341251,False
341252,False
341253,False
341254,False
341255,False
341256,False
341257,False
341258,False
341259,False
34126,False
341260,False
341261,False
341262,False
341263,False
341264,False
341265,False
341266,False
341267,False
341268,False
341269,False
34127,False
341270,False
341271,False
341272,False
341273,False
341274,False
341275,False
341276,False
341277,False
341278,False
341279,False
34128,False
341280,False
341281,False
341282,False
341283,False
341284,False
341285,False
341286,False
341287,False
341288,False
341289,False
34129,False
341290,False
341291,False
341292,False
341293,False
341294,False
341295,False
341296,False
341297,False
341298,False
341299,False
3413,False
34130,False
341300,False
341301,False
341302,False
341303,False
341304,False
341305,False
341306,False
341307,False
341308,False
341309,False
34131,False
341310,False
341311,False
341312,False
341313,False
341314,False
341315,False
341316,False
341317,False
341318,False
341319,False
34132,False
341320,False
341321,False
341322,False
341323,False
341324,False
341325,False
341326,False
341327,False
341328,False
341329,False
34133,False
341330,False
341331,False
341332,False
341333,False
341334,False
341335,False
341336,False
341337,False
341338,False
341339,False
34134,False
341340,False
341341,False
341342,False
341343,False
341344,False
341345,False
341346,False
341347,False
341348,False
341349,False
34135,False
341350,False
341351,False
341352,False
341353,False
341354,False
341355,False
341356,False
341357,False
341358,False
341359,False
34136,False
341360,False
341361,False
341362,False
341363,False
341364,False
341365,False
341366,False
341367,False
341368,False
341369,False
34137,False
341370,False
341371,False
341372,False
341373,False
341374,False
341375,False
341376,False
341377,False
341378,False
341379,False
34138,False
341380,False
341381,False
341382,False
341383,False
341384,False
341385,False
341386,False
341387,False
341388,False
341389,False
34139,False
341390,False
341391,False
341392,False
341393,False
341394,False
341395,False
341396,False
341397,False
341398,False
341399,False
3414,False
34140,False
341400,False
341401,False
341402,False
341403,False
341404,False
341405,False
341406,False
341407,False
341408,False
341409,False
34141,False
341410,False
341411,False
341412,False
341413,False
341414,False
341415,False
341416,False
341417,False
341418,False
341419,False
34142,False
341420,False
341421,False
341422,False
341423,False
341424,False
341425,False
341426,False
341427,False
341428,False
341429,False
34143,False
341430,False
341431,False
341432,False
341433,False
341434,False
341435,False
341436,False
341437,False
341438,False
341439,False
34144,False
341440,False
341441,False
341442,False
341443,False
341444,False
341445,False
341446,False
341447,False
341448,False
341449,False
34145,False
341450,False
341451,False
341452,False
341453,False
341454,False
341455,False
341456,False
341457,False
341458,False
341459,False
34146,False
341460,False
341461,False
341462,False
341463,False
341464,False
341465,False
341466,False
341467,False
341468,False
341469,False
34147,False
341470,False
341471,False
341472,False
341473,False
341474,False
341475,False
341476,False
341477,False
341478,False
341479,False
34148,False
341480,False
341481,False
341482,False
341483,False
341484,False
341485,False
341486,False
341487,False
341488,False
341489,False
34149,False
341490,False
341491,False
341492,False
341493,False
341494,False
341495,False
341496,False
341497,False
341498,False
341499,False
3415,False
34150,False
341500,False
341501,False
341502,False
341503,False
341504,False
341505,False
341506,False
341507,False
341508,False
341509,False
34151,False
341510,False
341511,False
341512,False
341513,False
341514,False
341515,False
341516,False
341517,False
341518,False
341519,False
34152,False
341520,False
341521,False
341522,False
341523,False
341524,False
341525,False
341526,False
341527,False
341528,False
341529,False
34153,False
341530,False
341531,False
341532,False
341533,False
341534,False
341535,False
341536,False
341537,False
341538,False
341539,False
34154,False
341540,False
341541,False
341542,False
341543,False
341544,False
341545,False
341546,False
341547,False
341548,False
341549,False
34155,False
341550,False
341551,False
341552,False
341553,False
341554,False
341555,False
341556,False
341557,False
341558,False
341559,False
34156,False
341560,False
341561,False
341562,False
341563,False
341564,False
341565,False
341566,False
341567,False
341568,False
341569,False
34157,False
341570,False
341571,False
341572,False
341573,False
341574,False
341575,False
341576,False
341577,False
341578,False
341579,False
34158,False
341580,False
341581,False
341582,False
341583,False
341584,False
341585,False
341586,False
341587,False
341588,False
341589,False
34159,False
341590,False
341591,False
341592,False
341593,False
341594,False
341595,False
341596,False
341597,False
341598,False
341599,False
3416,False
34160,False
341600,False
341601,False
341602,False
341603,False
341604,False
341605,False
341606,False
341607,False
341608,False
341609,False
34161,False
341610,False
341611,False
341612,False
341613,False
341614,False
341615,False
341616,False
341617,False
341618,False
341619,False
34162,False
341620,False
341621,False
341622,False
341623,False
341624,False
341625,False
341626,False
341627,False
341628,False
341629,False
34163,False
341630,False
341631,False
341632,False
341633,False
341634,False
341635,False
341636,False
341637,False
341638,False
341639,False
34164,False
341640,False
341641,False
341642,False
341643,False
341644,False
341645,False
341646,False
341647,False
341648,False
341649,False
34165,False
341650,False
341651,False
341652,False
341653,False
341654,False
341655,False
341656,False
341657,False
341658,False
341659,False
34166,False
341660,False
341661,False
341662,False
341663,False
341664,False
341665,False
341666,False
341667,False
341668,False
341669,False
34167,False
341670,False
341671,False
341672,False
341673,False
341674,False
341675,False
341676,False
341677,False
341678,False
341679,False
34168,False
341680,False
341681,False
341682,False
341683,False
341684,False
341685,False
341686,False
341687,False
341688,False
341689,False
34169,False
341690,False
341691,False
341692,False
341693,False
341694,False
341695,False
341696,False
341697,False
341698,False
341699,False
3417,False
34170,False
341700,False
341701,False
341702,False
341703,False
341704,False
341705,False
341706,False
341707,False
341708,False
341709,False
34171,False
341710,False
341711,False
341712,False
341713,False
341714,False
341715,False
341716,False
341717,False
341718,False
341719,False
34172,False
341720,False
341721,False
341722,False
341723,False
341724,False
341725,False
341726,False
341727,False
341728,False
34173,False
341730,False
341731,False
341732,False
341733,False
341734,False
341735,False
341736,False
341737,False
341738,False
341739,False
34174,False
341740,False
341741,False
341742,False
341743,False
341744,False
341745,False
341746,False
341747,False
341748,False
341749,False
34175,False
341750,False
341751,False
341752,False
341753,False
341754,False
341755,False
341756,False
341757,False
341758,False
341759,False
34176,False
341760,False
341761,False
341762,False
341763,False
341764,False
341765,False
341766,False
341767,False
341768,False
341769,False
34177,False
341770,False
341771,False
341772,False
341773,False
341774,False
341775,False
341776,False
341777,False
341778,False
341779,False
34178,False
341780,False
341781,False
341782,False
341783,False
341784,False
341785,False
341786,False
341787,False
341788,False
341789,False
34179,False
341790,False
341791,False
341792,False
341793,False
341794,False
341795,False
341796,False
341797,False
341798,False
341799,False
3418,False
34180,False
341800,False
341801,False
341802,False
341803,False
341804,False
341805,False
341806,False
341807,False
341808,False
341809,False
34181,False
341810,False
341811,False
341812,False
341813,False
341814,False
341815,False
341816,False
341817,False
341818,False
341819,False
34182,False
341820,False
341821,False
341822,False
341823,False
341824,False
341825,False
341826,False
341827,False
341828,False
341829,False
34183,False
341830,False
341831,False
341832,False
341833,False
341834,False
341835,False
341836,False
341837,False
341838,False
341839,False
34184,False
341840,False
341841,False
341842,False
341844,False
341845,False
341846,False
341847,False
341848,False
341849,False
34185,False
341850,False
341851,False
341852,False
341853,False
341854,False
341855,False
341856,False
341857,False
341858,False
341859,False
34186,False
341860,False
341861,False
341862,False
341863,False
341864,False
341865,False
341866,False
341867,False
341868,False
341869,False
34187,False
341870,False
341871,False
341872,False
341873,False
341874,False
341875,False
341876,False
341877,False
341878,False
341879,False
34188,False
341880,False
341881,False
341882,False
341883,False
341884,False
341885,False
341886,False
341887,False
341888,False
341889,False
34189,False
341890,False
341891,False
341892,False
341893,False
341894,False
341895,False
341896,False
341897,False
341898,False
341899,False
3419,False
34190,False
341900,False
341901,False
341902,False
341903,False
341904,False
341905,False
341906,False
341907,False
341908,False
341909,False
34191,False
341910,False
341911,False
341912,False
341913,False
341914,False
341915,False
341916,False
341917,False
341918,False
341919,False
34192,False
341920,False
341921,False
341922,False
341923,False
341924,False
341925,False
341926,False
341927,False
341928,False
341929,False
34193,False
341930,False
341931,False
341932,False
341933,False
341934,False
341935,False
341936,False
341937,False
341938,False
341939,False
34194,False
341940,False
341941,False
341942,False
341943,False
341944,False
341945,False
341946,False
341947,False
341948,False
341949,False
34195,False
341950,False
341951,False
341952,False
341953,False
341954,False
341955,False
341956,False
341957,False
341958,False
341959,False
34196,False
341960,False
341961,False
341962,False
341963,False
341964,False
341965,False
341966,False
341967,False
341968,False
341969,False
34197,False
341970,False
341971,False
341972,False
341973,False
341974,False
341975,False
341976,False
341977,False
341978,False
341979,False
34198,False
341980,False
341981,False
341982,False
341983,False
341984,False
341985,False
341986,False
341987,False
341988,False
341989,False
34199,False
341990,False
341991,False
341992,False
341993,False
341994,False
341995,False
341996,False
341997,False
341998,False
341999,False
342,False
3420,False
34200,False
342000,False
342001,False
342002,False
342003,False
342004,False
342005,False
342006,False
342007,False
342008,False
342009,False
34201,False
342010,False
342011,False
342012,False
342013,False
342014,False
342015,False
342016,False
342017,False
342018,False
342019,False
34202,False
342020,False
342021,False
342022,False
342023,False
342024,False
342025,False
342026,False
342027,False
342028,False
342029,False
34203,False
342030,False
342031,False
342032,False
342033,False
342034,False
342036,False
342037,False
342038,False
342039,False
34204,False
342040,False
342041,False
342042,False
342043,False
342044,False
342045,False
342046,False
342047,False
342048,False
342049,False
34205,False
342050,False
342051,False
342052,False
342053,False
342054,False
342055,False
342056,False
342057,False
342058,False
342059,False
34206,False
342060,False
342061,False
342062,False
342063,False
342064,False
342065,False
342066,False
342067,False
342068,False
342069,False
34207,False
342070,False
342071,False
342072,False
342073,False
342074,False
342075,False
342076,False
342077,False
342078,False
342079,False
34208,False
342080,False
342081,False
342082,False
342083,False
342084,False
342085,False
342086,False
342087,False
342088,False
342089,False
34209,False
342090,False
342091,False
342092,False
342093,False
342094,False
342095,False
342096,False
342097,False
342098,False
342099,False
3421,False
34210,False
342100,False
342101,False
342102,False
342103,False
342104,False
342106,False
342107,False
342108,False
342109,False
34211,False
342110,False
342111,False
342112,False
342113,False
342114,False
342115,False
342116,False
342117,False
342118,False
342119,False
34212,False
342120,False
342122,False
342123,False
342125,False
342126,False
342127,False
342128,False
342129,False
34213,False
342130,False
342131,False
342132,False
342133,False
342134,False
342135,False
342136,False
342137,False
342138,False
342139,False
34214,False
342140,False
342141,False
342142,False
342143,False
342144,False
342145,False
342146,False
342147,False
342148,False
342149,False
34215,False
342150,False
342151,False
342152,False
342153,False
342154,False
342155,False
342156,False
342157,False
342158,False
342159,False
34216,False
342160,False
342161,False
342162,False
342163,False
342164,False
342165,False
342166,False
342167,False
342168,False
342169,False
34217,False
342170,False
342171,False
342172,False
342173,False
342174,False
342175,False
342176,False
342177,False
342178,False
342179,False
34218,False
342180,False
342181,False
342182,False
342183,False
342184,False
342185,False
342186,False
342187,False
342188,False
342189,False
34219,False
342190,False
342191,False
342192,False
342193,False
342194,False
342195,False
342196,False
342197,False
342198,False
342199,False
3422,False
34220,False
342200,False
342201,False
342202,False
342203,False
342204,False
342205,False
342206,False
342207,False
342208,False
342209,False
34221,False
342210,False
342211,False
342212,False
342213,False
342214,False
342215,False
342216,False
342217,False
342218,False
342219,False
34222,False
342220,False
342221,False
342222,False
342223,False
342224,False
342225,False
342226,False
342227,False
342228,False
342229,False
34223,False
342230,False
342231,False
342232,False
342233,False
342234,False
342235,False
342236,False
342237,False
342238,False
342239,False
34224,False
342240,False
342241,False
342242,False
342243,False
342244,False
342245,False
342246,False
342247,False
342248,False
342249,False
34225,False
342250,False
342251,False
342252,False
342253,False
342254,False
342255,False
342256,False
342257,False
342258,False
342259,False
34226,False
342260,False
342261,False
342262,False
342263,False
342264,False
342265,False
342266,False
342267,False
342268,False
342269,False
34227,False
342270,False
342271,False
342272,False
342273,False
342274,False
342275,False
342276,False
342277,False
342278,False
342279,False
34228,False
342280,False
342281,False
342282,False
342283,False
342284,False
342285,False
342286,False
342287,False
342288,False
342289,False
34229,False
342290,False
342291,False
342292,False
342293,False
342294,False
342295,False
342296,False
342297,False
342298,False
342299,False
3423,False
34230,False
342300,False
342301,False
342302,False
342303,False
342304,False
342305,False
342306,False
342307,False
342308,False
342309,False
34231,False
342310,False
342311,False
342312,False
342313,False
342314,False
342315,False
342316,False
342317,False
342318,False
342319,False
34232,False
342320,False
342321,False
342322,False
342323,False
342324,False
342325,False
342326,False
342327,False
342328,False
342329,False
34233,False
342330,False
342331,False
342332,False
342333,False
342334,False
342335,False
342336,False
342337,False
342338,False
342339,False
34234,False
342340,False
342341,False
342342,False
342343,False
342344,False
342345,False
342346,False
342347,False
342348,False
342349,False
34235,False
342350,False
342351,False
342352,False
342353,False
342354,False
342355,False
342356,False
342357,False
342358,False
342359,False
34236,False
342360,False
342361,False
342362,False
342363,False
342364,False
342365,False
342366,False
342367,False
342368,False
342369,False
34237,False
342370,False
342372,False
342373,False
342374,False
342375,False
342376,False
342377,False
342378,False
342379,False
34238,False
342380,False
342381,False
342382,False
342383,False
342384,False
342385,False
342386,False
342387,False
342388,False
342389,False
34239,False
342390,False
342391,False
342392,False
342393,False
342394,False
342395,False
342396,False
342397,False
342398,False
342399,False
3424,False
34240,False
342400,False
342401,False
342402,False
342403,False
342404,False
342405,False
342406,False
342407,False
342408,False
342409,False
34241,False
342410,False
342411,False
342412,False
342413,False
342414,False
342415,False
342416,False
342417,False
342418,False
342419,False
34242,False
342420,False
342421,False
342422,False
342423,False
342424,False
342425,False
342426,False
342427,False
342428,False
342429,False
34243,False
342430,False
342431,False
342432,False
342433,False
342434,False
342435,False
342436,False
342437,False
342438,False
342439,False
34244,False
342440,False
342441,False
342442,False
342443,False
342444,False
342445,False
342446,False
342447,False
342448,False
342449,False
34245,False
342450,False
342451,False
342452,False
342453,False
342454,False
342455,False
342456,False
342457,False
342458,False
342459,False
34246,False
342460,False
342461,False
342462,False
342463,False
342464,False
342465,False
342466,False
342467,False
342468,False
342469,False
34247,False
342470,False
342471,False
342472,False
342473,False
342474,False
342475,False
342476,False
342477,False
342478,False
342479,False
34248,False
342480,False
342481,False
342482,False
342483,False
342484,False
342485,False
342486,False
342487,False
342488,False
342489,False
34249,False
342490,False
342491,False
342492,False
342493,False
342494,False
342495,False
342496,False
342497,False
342498,False
342499,False
3425,False
34250,False
342500,False
342501,False
342502,False
342503,False
342504,False
342505,False
342506,False
342507,False
342508,False
342509,False
34251,False
342510,False
342511,False
342512,False
342513,False
342514,False
342515,False
342516,False
342517,False
342518,False
342519,False
34252,False
342520,False
342521,False
342522,False
342523,False
342524,False
342525,False
342526,False
342527,False
342528,False
342529,False
34253,False
342530,False
342531,False
342532,False
342533,False
342534,False
342535,False
342536,False
342537,False
342538,False
342539,False
34254,False
342540,False
342541,False
342542,False
342543,False
342544,False
342545,False
342546,False
342547,False
342548,False
342549,False
34255,False
342550,False
342551,False
342552,False
342553,False
342554,False
342555,False
342556,False
342557,False
342558,False
342559,False
342560,False
342561,False
342563,False
342564,False
342565,False
342566,False
342567,False
342568,False
342569,False
34257,False
342570,False
342571,False
342572,False
342573,False
342574,False
342575,False
342576,False
342577,False
342578,False
